Interface-ID,UI-199,UI-200,UI-201,UI-202,UI-203,UI-231,UI-232,UI-241,UI-596
84,5,2,3,6,1,1,2,2,1
85,5,7,4,5,1,2,2,2,2
86,4,2,1,5,1,1,2,3,2
87,10,6,9,4,6,2,8,4,2
88,3,4,1,5,1,1,3,3,2
89,3,5,2,4,1,2,6,3,2
90,9,7,9,10,5,7,7,7,5
91,10,9,8,10,7,8,9,9,6
92,10,9,7,10,7,10,10,9,6
93,10,10,8,9,7,4,8,8,5
94,3,4,2,5,1,1,2,3,2
95,6,7,8,6,6,2,7,5,4
96,3,2,3,4,1,1,3,5,1
97,5,7,3,10,6,5,7,4,2
98,4,7,2,5,2,2,3,5,0
99,9,8,7,8,6,7,8,9,6
100,4,7,3,7,1,2,3,2,3
101,10,5,10,10,6,7,8,8,5
102,3,1,2,5,3,1,2,2,1
103,3,3,2,4,2,1,2,3,0
104,8,7,6,9,5,5,5,8,2
105,10,7,7,9,7,4,7,6,5
106,9,7,6,10,7,8,6,9,6
107,5,6,9,9,5,3,7,4,2
108,4,6,9,9,7,3,9,9,5
109,4,2,3,5,1,1,4,4,2
110,8,7,7,10,7,5,8,6,5
111,4,10,4,4,1,1,2,4,1
112,8,8,9,10,8,5,7,8,7
113,4,2,1,6,1,1,1,2,0
114,8,9,7,9,6,5,7,4,5
115,7,8,8,9,6,4,8,9,7
116,10,5,7,9,6,3,9,7,5
117,10,8,7,10,6,3,8,4,2
118,4,4,3,3,2,3,3,1,1
119,2,7,2,2,1,1,4,5,2
120,8,10,7,10,7,9,8,10,6
121,9,6,7,8,7,4,5,4,1
122,4,2,3,4,1,1,2,6,2
123,10,8,6,10,6,6,8,8,6
124,9,6,8,10,7,5,5,7,5
125,9,7,8,8,7,5,9,5,6
126,4,7,1,4,1,1,3,2,1
127,4,7,3,4,3,4,4,3,2
128,4,2,5,5,3,2,3,5,1
129,3,5,3,5,1,1,4,1,1
130,10,6,5,5,1,4,7,4,1
131,5,6,4,5,3,1,3,2,0
132,4,7,2,6,1,5,3,1,1
133,5,1,5,4,1,1,3,3,0
134,10,8,8,10,9,7,9,9,5
135,5,7,8,4,6,3,3,2,3
136,3,9,3,6,6,5,7,4,1
137,6,6,7,8,5,1,2,4,6
138,2,6,3,5,2,2,2,5,3
139,10,9,9,10,8,6,7,9,5
140,4,3,1,5,1,1,1,1,0
141,8,8,7,10,7,7,8,4,4
142,9,10,9,10,10,10,9,9,6
143,4,5,7,4,2,6,3,2,0
144,9,6,7,4,6,4,8,6,3
145,10,8,7,9,8,9,9,10,6
146,4,7,7,6,2,6,4,3,2
147,9,7,8,10,9,7,9,9,6
148,5,6,3,5,1,2,3,4,2
149,10,9,7,10,8,8,8,8,4
150,3,4,1,5,1,1,3,1,1
151,9,9,7,10,8,9,7,8,6
152,8,8,7,7,7,6,7,9,7
153,5,6,3,5,3,2,3,3,1
154,3,2,3,5,2,2,2,3,1
155,4,6,3,4,6,2,7,8,1
156,8,8,7,10,5,3,10,9,5
157,8,9,6,10,7,8,9,7,6
158,3,4,4,5,1,3,2,2,2
159,3,5,8,4,6,5,9,5,0
160,4,3,2,4,8,1,4,3,1
161,8,8,2,5,3,2,3,3,2
162,3,2,3,5,2,2,4,4,2
163,4,8,7,6,6,4,5,4,3
164,6,8,4,9,7,3,7,9,5
165,6,3,2,6,5,5,2,4,1
166,9,8,7,9,4,10,8,9,6
167,3,5,7,4,5,2,5,2,3
168,10,8,8,4,6,7,3,3,1
169,9,7,8,7,7,4,7,9,6
170,5,6,8,5,4,1,7,4,5
171,3,2,2,3,1,1,4,2,2
172,3,6,3,4,3,1,3,2,1
173,4,2,2,3,3,1,4,1,2
174,8,6,7,9,8,8,8,7,6
175,10,8,9,10,7,9,8,9,5
176,4,3,4,6,1,2,3,3,0
177,10,8,7,10,7,10,7,9,6
178,4,3,1,2,3,1,4,2,1
179,4,4,2,3,1,7,3,4,1
180,9,9,7,10,8,5,6,9,5
181,7,7,8,8,2,5,4,3,5
182,3,2,1,5,1,1,2,3,0
183,10,8,7,10,8,6,7,8,5
184,4,3,3,5,1,2,3,3,2
185,10,7,7,7,7,7,8,10,6
186,9,7,6,5,7,6,2,5,1
187,5,2,2,6,3,1,3,4,1
188,5,1,2,4,1,1,2,2,0
189,10,7,10,9,7,6,9,4,0
190,3,2,3,6,1,2,2,2,2
191,9,8,8,8,4,7,9,8,6
192,4,2,2,4,1,2,3,3,1
193,10,7,9,8,7,7,9,8,5
194,4,5,7,5,8,6,9,5,1
195,5,3,3,5,6,4,4,5,5
196,9,7,8,9,9,7,8,9,5
197,5,3,4,6,1,2,4,4,1
198,3,1,2,2,2,1,3,2,0
199,10,9,10,10,8,8,8,9,6
200,4,7,3,3,4,4,2,4,5
201,3,6,4,4,1,3,3,3,1
202,4,7,6,4,5,5,2,3,5
203,2,7,2,5,2,1,2,5,2
204,5,8,8,10,7,7,7,9,5
205,3,3,2,4,1,1,1,2,0
206,5,5,7,4,3,2,3,3,2
207,2,3,2,4,2,1,2,1,0
208,10,8,8,10,7,7,6,8,6
209,9,8,5,9,4,6,6,3,6
210,9,9,8,9,6,9,10,8,5
211,4,7,8,5,1,1,4,3,3
212,5,8,5,5,8,6,2,4,2
213,2,4,4,5,8,4,4,5,2
214,10,7,7,9,7,6,8,8,5
215,7,6,8,9,7,6,6,8,6
216,4,6,7,4,7,3,5,3,2
217,3,9,3,5,2,5,3,3,2
218,8,5,9,9,7,4,8,1,5
219,9,8,8,8,10,3,9,9,3
220,5,6,7,7,6,6,7,8,3
221,10,9,9,10,8,10,7,7,6
222,10,8,8,9,8,9,10,7,6
223,3,5,6,4,6,3,4,6,2
224,4,7,6,5,6,1,3,3,1
225,4,7,3,5,2,3,4,3,2
226,4,3,2,4,2,1,3,3,4
227,5,8,8,7,7,4,3,4,1
228,8,8,7,9,8,6,8,8,6
229,3,2,2,6,1,1,3,3,3
230,5,2,3,6,2,1,2,3,1
231,10,6,6,6,6,6,2,9,1
232,3,2,4,4,2,1,3,3,1
233,8,6,8,4,7,3,7,9,3
234,9,9,7,9,9,7,9,7,5
235,10,7,6,8,6,5,8,8,6
236,7,7,8,9,6,4,8,3,6
237,3,2,3,6,1,6,1,2,3
238,2,2,2,5,1,1,3,4,1
239,5,2,2,5,2,1,2,3,2
240,10,8,8,10,10,7,8,9,6
241,4,4,3,3,7,6,4,3,2
242,8,9,8,10,6,7,8,9,1
243,8,6,7,4,6,2,7,8,5
244,9,9,6,6,7,7,4,2,5
245,9,7,9,10,7,9,9,10,6
246,3,5,7,5,6,1,2,3,1
247,4,2,1,3,2,1,3,3,1
248,4,8,6,3,7,1,3,6,4
249,9,5,8,8,7,5,4,7,6
250,4,4,3,5,2,1,3,3,3
251,4,2,1,6,1,1,2,2,2
252,3,2,3,4,7,3,3,3,2
253,4,2,1,4,1,1,1,2,1
254,3,6,4,5,3,2,5,2,2
255,3,3,1,4,1,1,5,3,1
256,5,2,2,5,1,1,3,4,1
257,9,6,8,5,6,4,7,2,1
258,4,7,7,4,2,1,3,3,1
259,3,1,2,6,1,1,2,2,2
260,5,3,4,3,5,1,3,3,0
261,4,4,2,5,1,1,1,2,2
262,4,2,2,4,2,2,3,2,2
263,6,2,3,4,1,2,3,2,3
264,9,7,8,6,8,4,3,6,2
265,4,6,3,5,2,4,2,3,2
266,8,6,9,9,7,2,7,8,6
267,7,7,6,9,9,6,6,9,5
268,4,6,3,4,4,1,1,5,2
269,6,2,4,5,1,2,2,3,0
270,10,9,8,10,8,10,9,9,5
271,3,2,2,4,1,3,2,3,1
272,3,1,2,3,1,1,3,5,0
273,4,7,9,7,5,1,5,5,1
274,3,5,4,5,3,2,4,3,3
275,7,6,7,8,6,8,7,10,5
276,3,3,3,5,2,1,3,4,0
277,8,7,8,9,6,6,8,8,6
278,9,9,9,9,6,5,6,9,5
279,8,8,9,10,7,7,7,6,5
280,4,1,2,4,2,3,3,4,0
281,7,9,8,9,6,7,8,9,5
282,3,3,3,4,1,1,3,4,1
283,2,3,2,6,2,1,4,3,4
284,8,10,8,10,8,7,9,7,5
285,4,8,3,6,3,4,1,3,2
286,10,9,9,10,8,4,7,9,6
287,3,6,2,4,1,2,4,2,0
288,8,7,8,10,6,5,8,9,5
289,5,7,2,5,1,1,2,7,0
290,9,8,7,8,7,4,9,7,5
291,4,2,2,5,1,1,3,3,1
292,3,3,1,6,1,1,3,5,2
293,10,8,7,10,7,10,7,9,4
294,9,7,7,9,7,5,7,10,6
295,8,8,6,9,7,5,7,8,4
296,8,4,7,8,7,5,9,5,4
297,3,1,4,5,1,1,1,3,0
298,10,8,8,9,8,8,9,9,6
299,9,7,5,5,6,2,3,4,2
300,10,8,8,9,8,5,5,8,6
301,10,6,8,9,6,6,7,8,6
302,9,9,8,8,7,5,6,8,6
303,9,8,7,9,8,5,9,10,5
304,10,8,7,5,6,9,8,7,4
305,3,2,2,4,1,1,1,1,1
306,4,1,2,3,3,4,2,2,1
307,5,2,2,4,1,1,2,2,0
308,9,8,7,7,6,6,6,8,6
309,5,2,3,5,1,3,5,4,3
310,10,7,8,6,6,2,8,4,6
311,9,8,8,10,4,4,9,4,2
312,9,7,8,9,6,8,9,10,6
313,5,8,7,8,2,4,3,5,3
314,2,1,2,5,1,1,2,2,1
315,10,8,8,10,9,6,8,9,5
316,10,9,9,10,9,9,7,9,5
317,3,1,1,5,1,1,2,2,0
318,5,7,8,5,1,4,2,3,2
319,8,8,9,10,6,6,7,9,5
320,9,8,7,3,6,5,7,9,5
321,10,6,7,4,3,6,2,9,2
322,4,9,3,5,2,2,2,4,3
323,8,9,9,10,9,10,8,10,5
324,10,7,8,10,8,6,9,8,5
325,5,6,8,10,6,6,3,3,2
326,4,6,2,3,5,1,2,3,2
327,8,10,8,10,9,9,7,9,5
328,9,5,8,5,7,7,8,4,3
329,10,9,9,10,8,5,8,9,5
330,10,9,9,9,8,7,9,8,6
331,4,6,7,5,2,3,1,1,1
332,3,9,7,4,2,4,8,4,1
333,8,7,6,4,7,3,7,2,0
334,3,6,6,6,2,1,2,3,0
335,9,7,8,10,8,10,8,9,5
336,2,3,3,5,3,2,1,4,2
337,4,6,2,5,2,3,2,3,1
338,9,6,7,5,8,4,5,3,3
339,4,5,2,6,7,2,3,3,2
340,9,8,7,5,8,6,9,10,5
341,6,5,3,9,6,4,3,4,3
342,1,4,1,4,1,1,1,2,3
343,9,7,8,9,6,7,8,9,5
344,10,6,9,10,7,6,7,9,6
345,4,3,3,5,1,3,3,3,1
346,7,6,8,5,6,4,2,6,3
347,7,7,4,8,8,5,8,4,6
348,5,7,4,5,5,3,1,3,1
349,4,3,2,5,1,1,2,5,1
350,4,7,6,9,6,2,9,6,2
351,10,7,8,9,9,5,7,9,6
352,4,2,1,4,1,1,1,1,1
353,4,8,6,4,3,1,4,3,1
354,9,7,6,9,8,5,7,9,5
355,7,10,6,8,8,6,7,9,6
356,9,7,7,9,7,6,8,6,5
357,3,2,2,2,1,1,3,4,1
358,4,6,8,4,1,4,8,4,2
359,9,7,7,9,5,7,7,10,7
360,9,7,8,9,7,5,6,9,6
361,9,6,8,7,6,3,7,8,6
362,3,2,4,5,1,1,4,3,3
363,8,7,8,10,7,7,7,8,5
364,9,6,8,5,4,3,3,3,5
365,9,7,8,10,6,3,6,8,5
366,9,6,8,7,6,6,7,8,6
367,9,8,3,5,7,5,7,4,3
368,4,3,3,4,1,3,2,3,1
369,10,8,8,6,8,5,10,7,5
370,9,8,7,10,6,6,8,8,6
371,5,2,1,4,3,1,1,1,0
372,9,7,7,9,6,8,9,6,6
373,10,10,7,10,6,10,6,9,5
374,5,6,4,5,2,3,2,5,0
375,9,9,7,10,10,8,7,9,5
376,4,3,2,4,1,1,2,3,1
377,5,2,4,5,1,1,3,5,3
378,7,7,8,8,6,4,4,3,2
379,3,1,2,5,1,1,3,2,0
380,3,3,3,6,2,3,1,2,2
381,4,5,6,5,5,2,2,3,6
382,8,8,8,8,8,6,9,7,6
383,4,1,2,3,2,3,3,3,0
384,10,9,10,10,6,6,9,5,2
385,2,3,3,5,4,2,2,2,3
386,9,6,4,4,2,4,7,3,0
387,10,6,7,10,10,10,7,8,5
388,8,7,8,8,8,7,8,9,6
389,9,7,8,9,6,6,7,9,2
390,10,10,10,10,7,10,8,10,5
391,3,9,3,6,2,3,2,5,2
392,3,1,1,3,1,2,1,2,0
393,7,7,8,10,7,6,4,4,2
394,10,9,7,9,8,10,7,8,6
395,9,8,8,10,7,9,8,8,5
396,10,8,8,10,6,4,7,8,6
397,4,2,4,3,2,3,4,3,2
398,10,8,7,10,7,9,10,9,5
399,4,2,2,4,2,1,3,1,2
400,2,3,2,4,1,1,4,2,1
401,5,2,2,5,1,1,2,1,0
402,2,3,1,4,1,1,1,1,0
403,8,6,7,9,7,8,8,8,5
404,4,2,1,5,1,1,4,2,0
405,9,9,7,10,5,4,8,6,5
406,6,4,3,4,4,3,7,4,0
407,9,8,8,8,6,2,3,5,3
408,3,5,4,5,1,1,1,3,4
409,8,8,8,10,9,8,9,7,6
410,6,7,3,5,4,4,3,5,0
411,4,3,2,4,1,1,3,2,0
412,4,2,2,4,4,1,2,3,2
413,9,8,9,9,6,10,8,9,5
414,5,9,7,6,5,3,9,7,6
415,2,1,2,4,1,3,2,3,1
416,9,9,8,9,7,10,9,9,6
417,5,1,3,3,1,2,4,4,3
418,10,7,6,4,6,4,4,8,5
419,8,10,6,10,6,7,9,9,5
420,2,2,2,5,1,1,1,1,0
421,3,3,3,6,3,2,1,3,1
422,4,7,4,6,3,2,3,5,0
423,8,8,7,8,7,5,9,5,6
424,3,1,3,7,3,1,2,2,1
425,9,8,9,9,6,9,8,8,6
426,3,1,2,4,1,3,1,4,1
427,10,7,6,9,7,9,8,7,5
428,9,7,6,10,6,6,8,9,6
429,9,8,6,10,7,7,9,7,6
430,5,2,3,6,6,4,6,4,3
431,6,8,8,9,6,5,8,8,6
432,5,4,5,4,1,2,4,2,2
433,2,4,1,4,1,1,2,2,2
434,7,7,8,9,6,4,4,3,5
435,8,6,8,7,5,6,3,7,5
436,10,8,8,10,6,7,7,10,6
437,8,7,7,10,6,7,8,8,6
438,10,7,9,10,7,7,8,8,6
439,3,7,3,5,2,3,2,4,3
440,10,9,9,10,6,10,9,10,6
441,8,6,9,9,7,6,7,4,6
442,8,10,9,10,5,6,7,8,6
443,10,9,8,9,8,8,9,8,5
444,8,8,8,9,7,3,6,8,6
445,10,6,8,9,6,6,9,8,5
446,9,6,9,9,6,4,7,8,6
447,7,9,7,4,2,2,3,3,2
448,10,8,6,8,10,7,7,8,6
449,4,7,3,4,3,4,6,4,2
450,5,5,8,5,6,4,8,3,3
451,4,1,2,5,1,1,1,3,0
452,10,9,8,10,9,8,7,9,6
453,7,7,8,9,8,7,8,8,5
454,3,4,3,4,1,2,3,2,3
455,10,7,9,9,8,9,9,9,5
456,3,7,3,4,1,1,3,5,2
457,4,6,7,6,1,4,2,2,5
458,3,2,3,5,2,2,3,3,2
459,10,5,8,9,6,8,8,8,6
460,5,6,6,10,6,5,3,4,1
461,9,8,7,9,6,5,8,8,5
462,3,6,7,6,2,1,5,5,2
463,3,3,3,5,3,4,3,3,1
464,9,9,9,10,6,5,8,8,2
465,3,2,2,4,1,1,3,1,1
466,8,6,8,9,7,8,8,9,6
467,4,2,1,6,1,1,2,2,2
468,10,5,9,9,8,7,9,8,5
469,10,9,9,10,7,7,8,9,5
470,9,7,8,9,7,6,10,9,6
471,4,3,3,4,1,2,1,5,1
472,9,10,10,10,8,8,9,8,5
473,8,8,8,10,8,10,9,7,6
474,3,3,1,4,1,1,3,2,1
475,5,2,4,5,2,1,2,3,0
476,4,7,7,3,7,4,3,3,2
477,5,7,2,5,2,3,3,4,2
478,8,6,7,4,5,2,7,2,1
479,10,8,8,9,1,6,8,2,5
480,9,7,7,9,8,4,8,7,6
481,9,8,8,10,8,6,8,9,6
482,5,1,3,5,1,1,4,5,0
483,10,8,9,9,6,8,8,9,2
484,8,6,6,5,5,4,7,4,2
485,10,7,7,8,7,5,8,6,5
486,8,9,7,9,8,9,8,8,6
487,3,5,2,6,2,6,1,3,2
488,8,7,8,9,7,4,7,3,5
489,3,2,2,4,6,1,3,2,2
490,3,2,2,6,1,2,2,4,1
491,8,7,7,9,6,5,8,7,2
492,9,7,7,9,7,3,8,8,5
493,4,2,3,5,1,1,4,1,2
494,8,5,8,9,7,5,7,10,6
495,4,2,1,3,1,1,1,1,0
496,4,4,1,5,1,1,4,1,1
497,9,6,6,5,6,5,8,3,2
498,3,5,5,5,1,4,1,3,4
499,10,10,9,10,10,9,7,9,5
500,5,7,4,6,5,4,3,4,2
501,3,7,3,5,5,1,4,4,1
502,3,2,3,3,2,1,2,2,3
503,4,6,1,4,3,1,2,2,2
504,9,9,9,10,7,9,9,6,6
505,5,9,3,4,4,2,2,4,1
506,9,8,9,10,5,3,2,8,5
507,4,8,7,3,7,1,3,5,2
508,5,3,1,3,1,1,4,5,0
509,4,6,3,4,3,2,5,5,2
510,9,6,7,8,6,4,7,7,3
511,5,1,1,4,1,1,2,4,1
512,4,8,2,5,3,5,6,6,6
513,9,7,8,9,8,6,7,7,6
514,10,9,8,10,7,7,9,10,6
515,4,6,2,5,1,1,4,5,1
516,3,3,2,4,1,1,2,5,1
517,10,6,9,8,7,7,8,10,7
518,9,8,7,10,8,3,9,7,6
519,3,3,1,3,1,1,2,2,2
520,3,3,1,3,1,1,1,2,0
521,10,6,9,9,7,6,9,8,6
522,3,1,2,3,1,2,2,2,2
523,9,5,7,8,8,5,7,8,6
524,9,7,8,8,7,9,8,9,5
525,5,2,7,5,5,6,4,3,3
526,10,8,9,9,6,7,8,8,6
527,4,5,3,4,1,1,2,5,0
528,8,5,7,10,6,6,8,7,6
529,9,5,8,5,7,4,7,7,4
530,4,2,3,3,1,3,3,4,2
531,8,7,7,9,7,5,8,4,6
532,10,7,6,9,7,5,7,9,5
533,6,7,6,5,7,4,7,9,3
534,4,3,2,6,2,1,3,3,2
535,9,8,9,10,8,8,9,8,5
536,4,2,2,4,2,5,3,3,3
537,3,3,2,5,1,1,2,1,3
538,4,2,4,4,2,4,2,3,3
539,4,2,2,5,1,2,4,4,1
540,9,9,6,9,8,5,8,10,5
541,10,8,8,9,7,8,8,9,5
542,10,7,9,5,7,3,6,4,5
543,7,6,7,4,6,5,6,2,2
544,5,4,1,5,1,1,4,2,2
545,4,2,1,4,1,5,3,2,3
546,9,7,8,7,7,6,8,8,5
547,5,1,1,6,1,1,3,1,2
548,9,6,7,9,6,5,8,7,6
549,10,8,8,5,7,6,9,9,5
550,3,2,1,3,1,1,1,2,0
551,4,3,2,4,1,1,3,1,1
552,8,8,9,9,6,6,7,9,5
553,9,8,8,10,7,7,8,9,6
554,3,5,8,4,6,1,8,6,1
555,9,6,8,9,7,5,7,9,6
556,9,7,9,9,8,7,9,8,5
557,5,6,5,5,5,1,1,3,1
558,9,7,9,9,8,6,8,9,6
559,7,7,7,9,6,5,4,3,6
560,9,5,8,7,7,6,3,8,1
561,2,2,4,3,2,1,4,2,2
562,3,4,2,3,2,4,2,3,2
563,7,6,7,9,6,5,8,8,2
564,9,9,9,10,8,7,8,8,5
565,4,3,9,7,1,3,4,4,3
566,2,3,1,5,2,1,2,1,1
567,3,5,3,3,1,2,4,3,2
568,10,7,8,8,8,8,8,9,6
569,2,1,2,4,1,3,2,3,1
570,10,6,9,10,7,7,8,10,5
571,3,3,3,4,1,1,3,3,0
572,2,2,1,6,1,1,1,2,0
573,2,3,7,4,2,3,2,5,1
574,5,5,3,6,5,4,4,2,2
575,9,8,7,6,2,1,3,3,0
576,9,7,8,10,7,7,8,8,6
577,8,6,9,8,6,8,8,8,6
578,9,8,7,4,2,6,5,4,2
579,8,7,8,9,9,6,7,9,5
580,8,7,7,10,7,8,7,9,5
581,4,7,6,3,2,1,2,3,3
582,2,1,1,4,1,1,1,3,0
583,4,3,2,4,3,2,3,4,2
584,3,2,3,5,1,1,4,4,3
585,8,6,8,10,7,5,8,8,6
586,5,3,3,4,1,2,1,4,1
587,4,4,3,4,1,1,3,2,2
588,10,9,9,9,7,8,8,8,4
589,9,8,7,10,8,3,10,8,6
590,9,9,8,3,8,4,8,4,3
591,4,1,1,2,1,2,1,2,1
592,10,8,8,9,6,5,4,5,6
593,2,3,3,4,1,1,2,2,1
594,8,8,8,6,8,6,7,8,6
595,5,7,3,4,2,1,2,3,1
596,3,3,3,5,2,1,2,2,1
597,3,2,3,4,2,1,5,3,0
598,4,4,3,4,2,2,1,2,2
599,5,6,6,4,2,3,3,4,5
600,3,2,4,5,1,1,1,1,1
601,5,8,8,5,1,2,4,4,0
602,7,8,5,9,7,4,6,9,5
603,6,6,2,5,5,5,2,3,3
604,10,6,8,8,6,6,9,10,5
605,7,8,7,10,8,5,9,9,5
606,10,9,7,9,6,2,7,3,6
607,8,8,9,5,9,5,4,5,6
608,5,6,8,6,2,3,3,4,3
609,5,8,6,6,7,1,4,4,1
610,8,7,7,10,7,5,8,9,7
611,4,2,1,5,1,1,2,2,1
612,9,7,9,10,8,7,7,9,6
613,10,9,9,10,8,6,10,8,5
614,3,3,1,4,1,2,1,2,0
615,7,7,8,5,7,3,3,3,2
616,3,3,1,5,1,1,2,2,0
617,5,7,3,4,1,1,3,2,1
618,7,8,9,9,7,5,8,10,6
619,3,3,4,4,1,2,4,3,2
620,9,6,8,9,8,5,7,5,4
621,4,5,4,5,1,1,5,2,3
622,8,8,7,9,6,5,8,9,5
623,9,6,8,5,6,5,6,2,1
624,10,9,8,9,7,8,8,7,6
625,5,8,7,3,3,6,3,4,2
626,4,6,8,5,2,4,4,4,2
627,4,3,7,4,1,2,4,4,1
628,10,8,8,10,6,7,8,8,5
629,2,3,2,4,1,1,2,3,3
630,3,3,2,6,2,1,4,2,1
631,9,8,8,9,8,4,4,9,6
632,4,4,4,6,1,3,3,3,2
633,4,9,7,6,6,2,1,4,2
634,6,4,4,4,2,2,5,3,1
635,10,7,9,10,7,7,7,8,5
636,10,8,9,4,2,3,2,3,2
637,3,2,2,4,1,1,1,2,0
638,7,7,7,10,8,7,7,8,5
639,10,8,9,9,7,7,8,8,6
640,8,9,8,9,6,5,9,10,1
641,8,7,5,4,1,2,3,4,3
642,4,4,2,6,1,5,2,2,1
643,10,7,8,8,8,4,8,6,3
644,4,1,2,6,1,1,3,3,1
645,3,1,1,5,1,1,3,2,1
646,7,8,7,7,7,5,7,9,6
647,9,8,8,8,7,8,7,8,6
648,5,5,8,5,5,4,7,3,2
649,8,8,8,7,6,4,4,4,0
650,10,3,3,5,2,2,5,3,4
651,4,7,4,6,2,4,1,5,1
652,9,4,8,5,1,1,2,3,2
653,3,2,3,5,1,1,1,2,0
654,5,6,7,8,7,5,7,5,3
655,2,1,1,6,2,1,3,1,0
656,4,4,5,6,2,1,2,5,3
657,9,8,7,9,7,6,7,7,7
658,4,4,2,5,2,1,3,4,1
659,4,7,4,3,1,2,2,2,2
660,7,7,7,5,5,4,7,8,6
661,8,7,9,5,6,5,8,4,4
662,4,1,2,5,1,1,3,4,1
663,8,5,4,5,6,3,4,2,6
664,10,8,6,9,6,6,8,8,5
665,10,7,8,10,10,9,8,8,5
666,9,7,9,9,6,5,6,8,6
667,5,7,2,5,2,4,1,3,4
668,5,6,5,10,2,5,7,4,5
669,4,1,2,6,1,1,2,2,0
670,10,9,8,8,7,9,8,9,6
671,10,7,8,10,7,6,9,10,5
672,5,2,2,5,2,1,4,5,1
673,8,9,8,9,7,10,8,8,6
674,8,6,9,5,6,5,3,6,2
675,10,8,9,10,6,4,9,9,5
676,9,7,8,8,7,6,7,9,5
677,4,1,1,1,1,1,1,1,1
678,4,4,3,4,1,3,4,2,2
679,10,6,6,10,7,8,8,8,6
680,5,6,2,5,1,2,5,3,3
681,5,1,6,5,2,1,3,1,1
682,3,4,3,2,1,1,2,5,2
683,3,1,2,4,1,1,1,2,0
684,5,3,1,5,1,2,2,2,0
685,9,8,8,10,7,6,8,7,5
686,8,8,8,10,8,5,9,8,6
687,10,8,8,9,7,7,8,7,6
688,4,3,2,4,2,1,3,2,1
689,8,7,7,9,6,7,8,9,6
690,10,7,9,8,7,5,8,8,5
691,5,6,6,5,5,2,2,3,1
692,3,1,2,4,1,1,3,1,2
693,8,8,7,10,9,7,5,5,5
694,5,7,2,3,2,2,1,3,3
