Interface-ID,UI-199,UI-200,UI-201,UI-202,UI-203,UI-231,UI-232,UI-241,UI-596
50,10,3,3,5,4,4,5,6,5
78,8,6,9,7,10,9,7,9,4
21,10,2,2,1,6,4,7,4,2
74,8,7,8,7,10,10,10,10,7
89,10,8,9,6,10,10,10,10,7
57,8,5,3,7,7,8,5,7,6
13,4,3,2,3,6,4,6,4,2
38,4,1,4,6,5,4,3,8,3
39,3,1,2,2,3,5,1,4,0
12,5,1,2,3,5,3,3,5,2
32,6,2,2,3,5,7,6,5,5
31,5,1,2,6,4,4,3,4,1
56,8,8,8,7,10,9,6,10,5
79,9,5,8,6,10,10,8,9,6
71,8,7,9,8,8,10,8,9,5
89,9,7,8,7,10,10,10,10,5
66,8,7,8,7,10,10,8,10,5
72,8,7,7,7,10,8,9,10,7
89,10,8,7,8,9,10,10,10,5
16,2,2,2,2,7,4,3,5,0
84,10,9,9,8,10,10,10,10,7
22,3,1,4,2,4,5,7,3,0
33,7,3,4,1,4,9,3,5,3
32,5,1,4,1,3,4,6,5,2
77,4,2,2,4,3,5,8,5,1
74,9,8,8,9,10,10,7,8,6
27,4,1,5,2,3,5,3,3,1
86,10,8,7,7,10,10,10,10,7
20,4,2,3,3,6,6,7,4,5
78,9,7,6,6,3,8,8,5,4
37,4,3,4,3,5,6,5,6,2
35,5,1,5,7,5,5,6,4,0
28,5,2,3,3,6,5,6,4,1
87,8,3,8,8,9,8,8,9,5
84,7,3,8,7,10,10,9,7,7
30,4,4,8,7,6,5,9,6,2
50,8,7,8,6,8,10,7,10,6
36,3,1,4,2,5,5,6,5,0
10,5,1,4,2,3,5,4,6,1
48,3,4,6,5,6,10,5,5,0
61,9,6,8,7,10,9,7,10,5
29,4,1,4,7,4,6,3,5,3
89,7,5,7,9,9,10,7,10,5
9,3,2,2,1,5,5,5,5,1
20,4,1,1,1,1,3,1,2,0
47,9,5,8,8,8,10,10,6,6
71,9,6,7,8,8,10,8,6,5
19,4,3,5,5,7,4,1,3,1
6,4,1,1,1,3,4,1,3,1
14,3,1,1,3,2,5,1,3,1
54,9,8,8,6,9,10,8,9,1
82,9,7,9,6,5,10,4,8,6
19,4,1,3,1,3,4,4,5,0
18,3,2,3,2,2,4,4,4,2
69,9,7,10,8,8,10,8,5,1
59,8,2,8,8,4,9,6,6,4
82,7,6,9,6,9,8,9,9,5
87,10,8,9,8,10,10,10,10,8
70,9,7,8,7,8,10,4,10,6
7,2,2,2,2,1,4,2,2,0
75,9,7,8,6,8,8,6,10,6
21,4,3,2,3,3,2,4,3,1
31,10,4,4,3,4,6,3,3,5
35,5,3,5,4,4,6,6,6,2
14,5,2,3,7,5,7,7,7,5
18,5,7,2,9,8,3,6,5,6
31,8,4,4,5,6,10,3,5,5
84,8,4,9,6,6,9,6,9,5
25,3,2,4,3,5,4,7,6,1
1,3,2,3,1,4,5,3,2,1
36,6,2,3,3,8,4,1,6,4
1,4,1,3,2,1,5,3,3,0
85,10,7,7,8,9,10,10,10,8
71,8,7,7,8,10,10,9,10,6
14,4,4,2,1,4,5,4,4,3
51,5,3,3,3,7,6,6,5,5
32,9,7,3,6,5,10,6,9,6
21,4,2,3,2,2,5,4,5,0
46,5,3,8,3,5,6,5,5,5
84,10,6,8,7,7,9,8,10,5
83,8,6,8,8,10,10,10,10,7
11,2,1,3,2,5,4,2,5,0
16,5,2,3,2,4,3,3,5,3
11,5,1,4,2,4,4,4,7,0
15,3,1,2,2,3,4,4,3,0
79,8,6,8,8,9,10,8,8,8
71,5,2,1,7,5,4,5,6,6
16,4,1,2,2,1,4,2,5,0
32,4,1,4,3,6,4,6,4,1
89,10,6,8,8,10,10,10,10,7
69,8,3,8,6,4,10,6,10,6
89,9,7,9,9,10,10,8,10,6
23,5,3,4,2,4,4,5,5,2
69,8,6,6,7,10,10,10,10,6
71,7,2,8,6,10,9,8,8,4
36,6,2,4,2,6,4,4,5,2
7,8,1,3,2,4,4,6,5,1
25,3,3,2,2,3,5,5,4,1
55,10,8,9,8,10,10,6,10,5
71,10,8,9,8,10,9,10,10,7
78,7,7,7,6,8,9,7,10,7
77,9,6,8,9,9,10,10,10,6
34,8,5,3,6,4,10,3,5,5
23,5,2,5,6,4,5,3,10,4
13,4,4,1,3,6,4,4,3,1
88,7,7,7,7,10,9,8,9,8
22,8,4,4,2,4,5,7,5,4
1,6,1,3,2,2,5,1,3,1
85,8,8,8,7,10,10,10,10,6
28,4,1,4,2,5,5,6,5,0
64,9,6,3,7,9,10,8,10,5
73,4,6,8,9,10,9,6,5,5
16,2,1,1,2,1,3,1,2,1
53,4,2,4,7,6,5,5,6,4
25,6,2,5,7,6,5,8,6,3
86,8,7,7,7,9,9,9,10,5
48,8,1,2,6,10,10,6,10,5
8,3,3,3,6,5,5,4,6,6
9,2,1,3,3,4,5,2,4,1
79,9,7,10,6,5,4,5,6,5
82,10,9,7,7,10,8,10,9,7
70,4,2,3,2,3,5,5,5,1
27,6,3,3,3,8,6,5,5,1
65,7,7,4,5,9,10,6,4,4
27,5,4,1,3,3,4,1,6,2
16,4,1,2,3,5,3,3,3,0
60,5,4,8,3,6,9,6,4,5
13,5,3,2,3,3,5,8,4,0
80,7,7,8,8,9,9,7,9,5
79,9,6,8,7,9,10,8,10,5
16,3,1,1,2,2,4,1,1,1
73,9,7,9,9,8,10,10,10,4
89,10,6,7,9,10,10,10,10,8
12,5,4,4,6,5,4,7,4,1
86,8,7,9,7,10,10,10,10,7
30,2,5,3,6,5,9,7,6,5
67,10,1,9,6,7,9,7,6,4
84,10,6,6,6,10,8,9,7,4
78,3,1,3,2,5,8,5,6,5
60,2,5,5,5,5,6,5,6,2
8,3,1,2,3,1,5,1,3,0
89,9,8,8,9,10,10,10,10,7
86,10,8,8,8,10,9,10,10,4
78,10,6,6,7,8,10,8,10,6
89,8,7,10,8,10,10,10,10,7
56,4,1,3,3,7,9,7,7,2
88,9,6,8,7,10,10,9,10,6
63,10,2,8,8,6,10,8,9,3
23,3,4,3,3,5,6,6,5,1
29,7,4,3,7,5,4,7,6,5
48,4,1,1,3,4,3,5,4,1
34,3,3,2,2,4,4,8,6,0
89,10,7,7,8,9,10,10,10,8
31,4,2,3,5,5,5,6,4,5
68,8,3,3,7,5,9,5,6,5
65,8,8,7,8,10,9,8,10,7
65,10,6,8,7,8,10,7,10,6
28,4,2,2,7,5,5,5,6,5
3,4,2,2,6,5,9,5,6,0
3,3,3,2,2,2,4,4,4,2
50,10,7,8,6,9,10,9,10,3
66,9,5,8,8,10,10,10,10,4
66,6,6,10,4,5,9,7,9,5
22,8,6,3,8,4,10,7,5,6
29,2,1,1,3,3,4,1,4,0
13,3,1,2,2,2,4,4,4,0
39,4,2,2,3,5,6,2,3,0
75,8,7,8,9,10,10,8,9,5
89,7,6,8,8,9,10,10,10,7
14,4,1,2,3,5,6,1,6,0
16,4,2,3,7,3,6,7,4,1
62,4,4,3,3,6,3,4,5,1
77,9,6,6,7,9,10,8,8,5
70,9,1,4,3,5,10,7,5,1
1,6,1,1,1,6,5,2,6,2
18,2,1,1,2,2,5,3,3,1
35,3,2,3,3,5,5,4,5,0
22,3,2,4,1,5,7,8,3,1
52,9,2,7,8,10,10,9,6,5
63,10,6,7,7,9,9,7,9,6
57,10,8,6,5,10,9,10,10,7
60,9,3,4,6,9,10,5,6,5
89,10,7,7,10,10,10,10,10,7
18,3,1,1,1,4,5,1,4,1
89,9,6,7,6,8,10,7,10,5
71,8,2,6,4,5,10,9,6,4
17,4,1,2,1,1,4,6,3,3
10,3,1,3,2,3,5,2,5,0
30,4,1,5,4,5,6,3,5,0
77,9,5,7,8,8,10,8,10,6
89,10,8,9,6,10,10,10,10,7
22,4,1,2,2,3,5,3,6,1
24,3,2,4,2,5,5,5,6,1
76,7,3,4,7,5,10,9,5,4
18,5,1,3,2,7,3,4,5,3
70,8,8,8,7,10,9,8,9,5
79,8,1,9,7,8,9,7,7,5
30,8,5,7,8,5,8,9,5,4
40,6,1,5,8,5,7,6,6,5
38,8,3,7,7,5,9,8,4,6
81,9,3,4,3,3,5,5,6,3
68,8,8,7,7,9,9,9,6,6
78,8,6,6,6,10,10,7,6,5
13,4,1,1,1,2,5,2,6,1
10,1,1,3,2,3,4,1,4,0
16,2,1,1,1,2,3,2,4,1
20,4,1,3,2,4,4,6,3,1
31,3,2,3,1,4,3,2,4,1
40,4,1,3,3,4,4,7,4,0
11,4,1,4,2,6,5,3,5,0
17,2,1,1,2,4,3,2,4,0
82,8,7,9,9,10,9,10,10,6
89,10,8,7,9,10,10,10,10,6
6,4,1,4,3,4,4,2,3,1
86,9,7,8,8,10,10,10,10,7
89,8,6,10,7,9,10,10,10,7
60,4,8,4,6,10,9,4,6,4
80,8,6,10,7,10,9,10,10,5
81,9,7,6,7,10,10,10,10,6
67,8,7,7,7,10,10,8,10,7
58,3,3,4,7,4,5,3,5,4
25,3,2,3,7,5,8,5,5,5
30,5,1,3,8,7,5,8,5,6
24,4,7,4,6,6,10,6,5,4
70,7,8,9,6,9,9,7,10,7
86,7,1,4,5,6,8,6,5,4
57,9,6,6,7,10,9,9,10,6
75,5,4,2,7,6,3,6,5,6
33,4,2,3,6,7,3,5,3,3
89,10,4,7,9,10,10,10,10,7
15,3,3,3,1,6,3,3,6,2
33,8,4,3,1,6,6,3,7,1
15,3,4,2,2,7,5,7,5,1
70,9,8,6,6,6,7,6,10,5
4,1,1,2,2,2,4,4,4,0
47,5,1,4,7,8,9,7,7,6
89,10,5,7,9,10,10,10,10,8
23,4,1,3,3,5,9,8,4,1
76,7,8,8,6,7,10,6,10,5
79,10,9,7,9,7,9,9,10,5
70,8,5,3,6,6,9,7,6,6
10,4,1,2,3,5,7,6,4,2
89,7,6,9,8,4,10,9,8,5
17,3,1,1,2,3,6,1,5,0
80,8,6,8,8,10,9,9,10,5
85,10,7,8,8,9,10,10,10,7
46,4,3,3,6,8,8,8,9,5
81,9,6,8,6,8,10,6,7,5
29,6,1,2,2,2,4,4,4,1
52,7,3,3,7,5,9,4,4,2
9,3,1,1,1,4,4,1,1,0
75,9,8,10,7,10,10,7,10,5
89,9,6,9,9,10,10,10,10,8
79,8,6,8,8,10,10,9,10,6
73,8,7,8,7,10,10,7,10,6
81,9,7,8,7,8,10,7,10,6
20,3,1,2,1,2,4,2,3,0
84,7,7,9,7,9,8,8,10,6
89,9,7,9,7,10,10,8,10,7
80,8,2,7,8,6,10,9,10,7
63,8,1,7,6,5,8,8,8,5
13,3,1,1,1,5,6,1,4,1
57,4,1,3,6,5,6,8,6,0
52,9,3,4,2,3,7,6,4,4
84,8,6,8,7,10,10,9,10,7
89,10,6,8,9,10,10,10,10,8
47,6,3,3,7,5,7,5,8,6
1,3,2,3,4,3,10,8,4,0
20,4,2,4,2,2,6,2,6,0
59,9,7,6,8,8,9,6,7,6
26,4,1,3,1,1,4,1,4,0
7,4,1,2,2,3,4,5,6,1
85,10,7,8,10,10,10,10,10,6
73,8,9,8,8,8,10,6,10,3
83,9,9,8,7,9,10,9,10,7
33,8,1,5,3,5,3,6,5,2
18,2,2,1,2,5,7,3,5,1
89,9,7,7,9,10,10,10,10,5
24,4,6,4,6,4,4,4,5,1
89,10,9,9,9,10,10,10,10,6
77,10,8,6,8,5,10,6,10,5
80,9,7,9,8,10,10,8,10,8
29,5,1,4,2,4,4,3,6,1
36,4,2,4,2,4,4,4,1,0
27,5,3,3,2,4,5,5,4,0
15,4,2,1,3,4,5,5,5,1
18,5,1,2,1,2,5,4,4,1
11,2,1,3,1,3,4,4,5,1
83,6,3,8,6,6,8,6,8,6
82,8,7,8,8,10,10,8,10,5
52,9,6,7,6,10,10,6,10,7
72,5,7,9,8,8,9,7,9,7
89,9,7,9,10,10,10,10,10,7
39,5,3,2,7,5,5,8,5,5
1,4,1,1,1,4,4,3,1,0
16,4,1,2,2,2,3,1,2,1
86,5,1,3,6,9,6,6,5,4
77,9,7,7,8,10,10,8,10,5
69,10,8,8,7,9,10,10,10,4
10,4,1,2,2,5,6,2,4,1
74,7,7,7,7,10,8,9,10,7
17,1,1,1,1,2,3,1,2,1
28,5,1,1,4,4,3,5,5,1
85,9,7,9,7,9,10,8,10,5
1,4,1,1,1,1,6,1,2,1
35,4,3,3,1,7,5,3,5,2
11,3,1,2,3,4,5,1,3,0
14,2,1,1,2,4,4,2,2,0
45,9,2,4,7,5,4,8,7,2
10,3,1,1,2,5,4,3,4,1
80,7,6,9,5,10,9,5,10,4
1,9,2,8,5,3,9,6,7,5
29,3,1,3,3,5,4,2,5,0
43,5,1,4,6,3,9,4,6,1
16,3,2,3,3,5,5,6,4,5
24,1,3,3,2,5,6,4,6,1
80,10,8,7,7,9,9,8,10,5
27,3,1,1,1,2,5,1,3,0
60,7,3,8,6,4,10,6,5,4
15,6,3,1,3,4,5,6,4,2
67,9,7,8,8,10,9,7,10,7
26,6,3,3,8,5,7,7,5,7
86,5,5,7,8,6,8,8,9,6
84,5,6,3,7,5,8,6,5,6
82,10,6,8,7,10,10,10,10,8
69,5,3,8,7,6,10,6,6,4
82,8,8,9,9,8,9,9,10,7
63,4,4,4,2,6,6,5,4,1
35,5,2,4,1,4,3,3,4,0
10,4,1,2,1,1,5,2,1,1
69,10,7,7,7,10,10,9,10,5
23,4,1,2,1,1,5,1,3,0
84,8,6,9,8,10,10,7,10,6
44,4,2,4,6,6,10,7,7,5
28,3,2,4,6,5,4,4,5,1
77,7,6,3,8,10,9,9,7,6
35,5,2,4,2,5,4,3,4,2
15,4,1,2,1,5,3,2,4,2
8,5,1,3,2,5,6,3,3,0
81,5,1,3,3,6,9,6,8,6
29,9,4,3,3,4,6,5,5,2
73,9,2,7,6,6,8,7,9,5
35,3,2,2,3,3,4,4,4,1
29,6,1,3,2,4,4,4,4,0
26,5,2,3,1,5,4,6,5,1
18,5,1,1,4,4,5,8,6,1
48,8,8,7,6,10,9,10,5,7
10,6,1,3,6,5,4,6,4,4
25,4,3,1,7,7,4,4,4,0
63,3,1,3,6,4,5,6,5,1
69,9,1,8,6,5,6,6,4,6
10,5,1,2,3,2,6,5,4,1
89,10,7,8,9,10,10,9,10,6
84,8,7,10,9,10,10,10,10,6
9,3,2,2,8,6,10,8,6,5
74,9,2,8,7,6,10,6,7,1
19,4,1,1,7,5,9,4,7,6
1,3,1,1,1,1,4,2,3,1
19,4,3,2,3,5,7,5,3,5
68,9,4,7,7,7,9,7,5,6
6,4,2,3,1,5,5,3,4,0
29,5,1,2,3,3,4,5,3,1
89,10,7,9,7,9,10,10,10,6
56,9,4,5,6,6,5,6,8,1
72,10,7,7,6,5,10,8,9,7
34,4,3,3,1,3,5,5,4,1
87,6,8,9,8,10,10,10,10,5
32,5,8,4,6,5,9,5,7,2
11,9,1,4,2,3,3,5,6,5
21,4,1,2,1,5,6,4,5,0
26,4,3,3,1,6,6,5,6,0
87,9,7,7,6,10,10,10,10,6
9,4,2,5,5,4,4,8,4,4
7,6,1,2,1,6,6,4,6,1
6,3,1,1,3,3,4,1,3,0
82,9,9,8,7,10,10,9,10,8
5,4,2,3,2,6,6,6,5,3
89,10,6,9,8,10,10,10,10,6
23,4,4,2,3,6,5,3,5,4
13,4,1,4,1,3,5,2,5,0
11,2,2,2,1,7,5,6,4,0
84,10,8,7,10,10,10,10,10,8
89,9,6,8,8,8,10,9,10,6
24,2,1,3,7,5,3,7,6,1
18,4,1,2,2,2,5,2,4,1
11,3,2,2,2,4,4,5,4,1
78,10,7,7,8,10,9,9,9,6
24,4,1,3,2,4,5,6,3,0
47,4,2,1,2,3,3,4,5,1
66,8,6,9,7,6,10,8,10,7
26,5,2,3,4,3,3,5,4,0
62,8,6,9,7,8,9,7,10,5
23,2,3,3,1,5,4,6,5,2
14,4,1,2,2,2,4,3,3,3
16,5,3,3,1,5,5,5,5,2
19,4,1,4,2,3,6,4,4,1
66,8,3,3,5,6,3,5,9,5
77,4,2,3,2,5,9,6,1,3
12,3,1,1,2,1,5,3,4,2
16,4,1,2,1,5,4,5,4,1
65,9,4,8,5,9,9,8,5,4
87,9,7,7,8,10,9,10,10,5
15,3,2,1,2,3,5,1,4,1
27,6,2,2,3,2,5,1,4,0
20,5,3,2,3,5,4,4,5,0
67,9,7,9,8,9,10,9,10,6
73,7,7,9,6,10,9,8,10,6
72,9,8,7,6,9,10,8,10,4
71,8,8,7,7,5,10,9,10,5
25,4,2,2,2,3,4,5,5,1
77,10,6,8,8,10,10,10,10,7
74,7,6,4,2,5,7,7,5,5
71,8,6,8,6,8,10,8,5,5
89,9,6,7,9,10,10,8,10,8
34,8,5,4,6,5,10,7,6,5
23,3,1,5,1,3,1,3,3,2
18,4,1,4,7,5,6,5,4,0
73,10,6,9,9,10,10,10,10,7
32,4,2,3,3,4,4,3,4,1
69,6,4,2,3,4,3,6,5,6
11,3,1,4,2,6,4,5,6,0
68,5,7,8,6,7,7,8,10,4
60,10,3,7,7,6,10,7,4,5
62,9,7,8,9,10,8,7,10,7
7,5,1,4,2,5,4,2,5,1
69,9,6,8,6,10,10,6,10,7
74,9,8,8,6,4,9,4,5,6
19,5,3,4,4,6,3,7,6,1
26,4,2,2,3,6,4,4,5,1
19,2,1,2,2,4,4,1,1,0
89,10,7,7,8,9,8,9,10,5
26,3,1,2,1,5,4,4,5,0
89,10,5,10,8,10,10,10,10,6
16,3,1,2,2,2,4,5,4,0
64,4,1,3,2,5,3,3,7,1
32,9,3,3,7,5,4,7,4,3
89,9,4,8,6,7,10,8,6,5
61,9,7,8,7,7,7,5,5,5
72,9,7,7,8,9,10,8,10,5
11,5,3,5,3,7,6,4,7,2
62,7,5,7,8,10,9,7,5,4
83,8,7,7,9,10,10,8,10,6
38,9,2,3,4,5,8,9,6,5
10,2,1,2,2,2,4,4,4,1
84,10,6,9,9,10,10,10,10,6
28,5,2,3,2,5,5,7,5,5
20,5,1,6,6,4,9,5,4,5
79,8,7,9,6,10,9,9,10,6
76,8,8,7,8,9,10,10,10,5
24,4,2,4,6,6,10,6,8,5
10,4,3,3,2,6,4,4,3,1
28,8,6,9,7,4,10,7,9,4
23,6,1,3,5,4,4,3,6,2
87,9,6,8,9,10,10,10,10,7
84,8,6,9,8,9,10,10,10,6
24,8,2,3,6,6,9,5,6,5
58,7,8,5,6,5,6,7,6,6
27,3,1,1,2,5,5,2,4,2
75,5,2,4,7,4,7,5,4,1
71,10,9,8,6,10,10,7,10,6
84,7,6,9,7,9,10,9,9,6
23,3,1,3,2,6,4,1,4,0
89,8,9,7,9,10,10,10,9,7
80,7,8,8,7,10,10,10,10,7
89,9,7,10,9,10,10,10,10,7
10,3,2,2,2,4,3,5,5,2
68,9,6,8,7,5,9,9,10,6
14,3,1,2,3,3,3,2,4,0
14,4,3,7,7,5,8,9,10,5
22,3,1,6,3,4,5,4,4,3
31,3,1,2,4,5,6,5,3,5
70,10,6,8,8,10,10,10,10,7
73,10,7,8,6,10,9,10,10,6
18,5,1,2,2,4,3,4,5,1
19,3,1,1,3,6,3,5,5,0
30,5,2,3,2,4,4,4,6,1
30,4,3,6,8,4,9,4,5,2
22,4,2,2,3,3,4,6,5,2
75,9,7,9,7,10,10,10,10,6
12,4,1,3,2,5,5,5,5,0
68,8,4,7,7,10,8,7,5,7
25,4,1,1,2,4,4,3,5,1
64,10,8,7,10,10,10,9,10,6
8,3,3,2,1,6,5,5,5,2
13,4,2,4,3,6,5,6,5,3
10,3,1,2,3,1,5,2,3,1
43,8,5,8,8,9,9,9,10,7
